Epoch,Train Loss,Train Accuracy,Train Micro F1,Train Macro F1
43,0.44559672474861145,0.7583333333333333,0.7583333333333333,0.7522153531998619
44,0.4429190158843994,0.7583333333333333,0.7583333333333333,0.7483881054283508
45,0.45594191551208496,0.745,0.745,0.728881175022789
46,0.44177836179733276,0.7283333333333334,0.7283333333333334,0.6923199177233764
47,0.4474082887172699,0.7583333333333333,0.7583333333333333,0.7495326946127862
48,0.4416482150554657,0.7566666666666667,0.7566666666666667,0.7489045808859963
49,0.44636839628219604,0.7566666666666667,0.7566666666666667,0.7500993677271528
50,0.44747599959373474,0.7583333333333333,0.7583333333333333,0.7483881054283508
51,0.4445353150367737,0.7566666666666667,0.7566666666666667,0.750640866952507
52,0.447187602519989,0.7283333333333334,0.7283333333333334,0.6965336882071301
53,0.4417836368083954,0.7583333333333333,0.7583333333333333,0.7503192948432353
54,0.4400569200515747,0.7566666666666667,0.7566666666666667,0.7491529330125974
55,0.4438106417655945,0.75,0.75,0.7345537191650268
56,0.4401681125164032,0.7583333333333333,0.7583333333333333,0.7522153531998619
57,0.43854963779449463,0.7566666666666667,0.7566666666666667,0.747719769088294
58,0.44724202156066895,0.725,0.7250000000000001,0.6924908106632132
59,0.4477192163467407,0.7516666666666667,0.7516666666666667,0.7451125127075926
60,0.4372040331363678,0.7583333333333333,0.7583333333333333,0.7509491074351354
61,0.4396964907646179,0.7583333333333333,0.7583333333333333,0.7497305738359902
62,0.4448350965976715,0.7566666666666667,0.7566666666666667,0.7500993677271528
63,0.4456557333469391,0.7266666666666667,0.7266666666666666,0.6907315351855433
64,0.44322383403778076,0.7583333333333333,0.7583333333333333,0.7483714500424625
65,0.44521304965019226,0.7583333333333333,0.7583333333333333,0.7499421266323121
66,0.444389283657074,0.755,0.755,0.7456477433834675
67,0.44374018907546997,0.75,0.75,0.7348861450806131
68,0.4479607045650482,0.7283333333333334,0.7283333333333334,0.6987400459296965
69,0.4447675943374634,0.7233333333333334,0.7233333333333334,0.6824274613705495
70,0.447330117225647,0.7583333333333333,0.7583333333333333,0.7503594886356852
71,0.45374831557273865,0.7566666666666667,0.7566666666666667,0.7478330376651319
72,0.4416019320487976,0.755,0.755,0.7464521262818272
73,0.4481109082698822,0.7233333333333334,0.7233333333333334,0.6890392270144967
74,0.4421764612197876,0.7266666666666667,0.7266666666666666,0.6897927472277754
75,0.4424605369567871,0.7566666666666667,0.7566666666666667,0.7481630108863763
76,0.45033299922943115,0.75,0.75,0.7397520032003874
77,0.43867501616477966,0.755,0.755,0.7476200908795846
78,0.4468293786048889,0.7283333333333334,0.7283333333333334,0.6943186380427914
79,0.4557444751262665,0.7166666666666667,0.7166666666666667,0.6705735593047247
80,0.44769588112831116,0.7566666666666667,0.7566666666666667,0.7483701242902049
81,0.45863378047943115,0.7566666666666667,0.7566666666666667,0.7474997760954203
82,0.43864816427230835,0.7533333333333333,0.7533333333333333,0.7428432610139429
83,0.4407511353492737,0.7283333333333334,0.7283333333333334,0.691108553893364
84,0.44829609990119934,0.7283333333333334,0.7283333333333334,0.6987400459296965
85,0.43822556734085083,0.7583333333333333,0.7583333333333333,0.7511153412617438
86,0.44850748777389526,0.7566666666666667,0.7566666666666667,0.7468029124448655
87,0.44451889395713806,0.7583333333333333,0.7583333333333333,0.7486034755973406
88,0.4404052197933197,0.755,0.755,0.7454151680738909
89,0.45699772238731384,0.7283333333333334,0.7283333333333334,0.6953934763774817
90,0.4441049098968506,0.7283333333333334,0.7283333333333334,0.6948369778473075
91,0.43732598423957825,0.7583333333333333,0.7583333333333333,0.7483881054283508
92,0.4489026367664337,0.7583333333333333,0.7583333333333333,0.7477667886704583
93,0.44056436419487,0.7583333333333333,0.7583333333333333,0.7489193145612676
94,0.44977355003356934,0.7183333333333334,0.7183333333333334,0.6763040718264599
95,0.4491463601589203,0.7283333333333334,0.7283333333333334,0.6925919665361849
96,0.4402462840080261,0.7533333333333333,0.7533333333333333,0.7436588925790452
97,0.44098395109176636,0.7583333333333333,0.7583333333333333,0.7514314753021861
98,0.4406271278858185,0.7566666666666667,0.7566666666666667,0.747717253047297
99,0.4382869601249695,0.7583333333333333,0.7583333333333333,0.7513305140182611
100,0.4414920508861542,0.7583333333333333,0.7583333333333333,0.7514314753021861
101,0.44853800535202026,0.7266666666666667,0.7266666666666666,0.688203292770222
102,0.43720030784606934,0.7566666666666667,0.7566666666666667,0.7480649102105685
103,0.440806120634079,0.755,0.755,0.7472512688803277
104,0.44080135226249695,0.7566666666666667,0.7566666666666667,0.7469820782741787
105,0.4437914490699768,0.725,0.7250000000000001,0.6901408504349681
106,0.440780371427536,0.7233333333333334,0.7233333333333334,0.6822879573983633
107,0.4403555691242218,0.7566666666666667,0.7566666666666667,0.7498549877851025
108,0.4419672191143036,0.755,0.755,0.7439647955412895
109,0.43899399042129517,0.7583333333333333,0.7583333333333333,0.7503594886356852
110,0.44229117035865784,0.7283333333333334,0.7283333333333334,0.6954849801086836
111,0.4379356801509857,0.7283333333333334,0.7283333333333334,0.6925919665361849
112,0.4367332458496094,0.7566666666666667,0.7566666666666667,0.7465972607919834
113,0.4437997341156006,0.7566666666666667,0.7566666666666667,0.7478330376651319
114,0.4360752999782562,0.7583333333333333,0.7583333333333333,0.7488062264330028
115,0.4372134804725647,0.7583333333333333,0.7583333333333333,0.7514831415209593
116,0.4391224682331085,0.7283333333333334,0.7283333333333334,0.6964509109881836
117,0.4348944127559662,0.7583333333333333,0.7583333333333333,0.7513305140182611
118,0.4361386001110077,0.7583333333333333,0.7583333333333333,0.7503594886356852
119,0.441986083984375,0.7566666666666667,0.7566666666666667,0.7474997760954203
120,0.43212106823921204,0.7583333333333333,0.7583333333333333,0.7483881054283508
121,0.443840891122818,0.725,0.7250000000000001,0.6875762113431264
122,0.4351452589035034,0.7566666666666667,0.7566666666666667,0.7486670360006706
123,0.43739333748817444,0.7583333333333333,0.7583333333333333,0.749747613865623
124,0.43947210907936096,0.755,0.755,0.7468731084328685
125,0.43501317501068115,0.7583333333333333,0.7583333333333333,0.7501429447222353
126,0.43666136264801025,0.7583333333333333,0.7583333333333333,0.7501673181583658
127,0.43745940923690796,0.7566666666666667,0.7566666666666667,0.7485245209703414
128,0.4358676075935364,0.755,0.755,0.7462682778812836
129,0.4366438388824463,0.7566666666666667,0.7566666666666667,0.7477380269798565
130,0.4374473989009857,0.755,0.755,0.7442735367011485
131,0.43289002776145935,0.7583333333333333,0.7583333333333333,0.7522153531998619
132,0.43511849641799927,0.7583333333333333,0.7583333333333333,0.7508013193479606
133,0.4350585341453552,0.7583333333333333,0.7583333333333333,0.7525757167684696
134,0.43437016010284424,0.7583333333333333,0.7583333333333333,0.749747613865623
135,0.43587762117385864,0.7583333333333333,0.7583333333333333,0.7506967434815537
136,0.4385520815849304,0.755,0.755,0.7441623376308774
137,0.43347641825675964,0.7583333333333333,0.7583333333333333,0.749227923031684
138,0.4355941712856293,0.7583333333333333,0.7583333333333333,0.7515806012036049
139,0.437296599149704,0.7566666666666667,0.7566666666666667,0.7470182100054039
140,0.4377809762954712,0.755,0.755,0.7462341469251017
141,0.4397204518318176,0.7566666666666667,0.7566666666666667,0.750318923393511
142,0.43575170636177063,0.7283333333333334,0.7283333333333334,0.6943186380427914
143,0.43571731448173523,0.7583333333333333,0.7583333333333333,0.7499421266323121
144,0.4349898397922516,0.7583333333333333,0.7583333333333333,0.7496934291887318
145,0.4378998875617981,0.7566666666666667,0.7566666666666667,0.7454399724338375
146,0.43378937244415283,0.7233333333333334,0.7233333333333334,0.6833708286464192
147,0.43272340297698975,0.7583333333333333,0.7583333333333333,0.7519369334108212
148,0.43872395157814026,0.7566666666666667,0.7566666666666667,0.749847178291127
149,0.43662160634994507,0.7566666666666667,0.7566666666666667,0.7499995897104742
150,0.43198704719543457,0.7583333333333333,0.7583333333333333,0.749635482462561
151,0.4321354031562805,0.7566666666666667,0.7566666666666667,0.7478330376651319
152,0.4331473410129547,0.7583333333333333,0.7583333333333333,0.7496934291887318
153,0.435311883687973,0.755,0.755,0.7467769823978975
154,0.4393862783908844,0.7533333333333333,0.7533333333333333,0.7447484735435635
155,0.4348337948322296,0.7583333333333333,0.7583333333333333,0.7525757167684696
156,0.43274882435798645,0.7583333333333333,0.7583333333333333,0.7522153531998619
157,0.43126073479652405,0.7583333333333333,0.7583333333333333,0.7522153531998619
158,0.43689894676208496,0.7533333333333333,0.7533333333333333,0.7435948605419598
159,0.43182501196861267,0.7583333333333333,0.7583333333333333,0.7497305738359902
160,0.4345904588699341,0.7583333333333333,0.7583333333333333,0.7477667886704583
161,0.4399855434894562,0.7216666666666667,0.7216666666666668,0.683455553299187
162,0.4336842894554138,0.755,0.755,0.7449435444280805
163,0.4374358057975769,0.7583333333333333,0.7583333333333333,0.7494171752545172
164,0.43762314319610596,0.7566666666666667,0.7566666666666667,0.7484522219826665
165,0.43787965178489685,0.7583333333333333,0.7583333333333333,0.7521154067762102
166,0.4351033568382263,0.7283333333333334,0.7283333333333334,0.6945680515118959
167,0.4337872266769409,0.7583333333333333,0.7583333333333333,0.7483714500424625
168,0.4325900673866272,0.7566666666666667,0.7566666666666667,0.746036943916113
169,0.4364209473133087,0.7566666666666667,0.7566666666666667,0.7468145017424467
170,0.43448206782341003,0.7566666666666667,0.7566666666666667,0.7493176581501455
171,0.432914137840271,0.7566666666666667,0.7566666666666667,0.7468654173892132
172,0.43428730964660645,0.7566666666666667,0.7566666666666667,0.7454399724338375
173,0.434775173664093,0.7566666666666667,0.7566666666666667,0.7471115209152819
174,0.43855854868888855,0.7566666666666667,0.7566666666666667,0.7469820782741787
175,0.4336802065372467,0.7583333333333333,0.7583333333333333,0.7514831415209593
176,0.4341277480125427,0.755,0.755,0.7474139543583989
177,0.43646159768104553,0.7266666666666667,0.7266666666666666,0.6923674691662178
178,0.4357124865055084,0.7583333333333333,0.7583333333333333,0.7501673181583658
179,0.433214008808136,0.7583333333333333,0.7583333333333333,0.7514314753021861
180,0.4340030550956726,0.7283333333333334,0.7283333333333334,0.6904700222624395
181,0.43385496735572815,0.7583333333333333,0.7583333333333333,0.749747613865623
182,0.43378081917762756,0.7583333333333333,0.7583333333333333,0.749747613865623
183,0.435247540473938,0.7583333333333333,0.7583333333333333,0.7514831415209593
184,0.43442943692207336,0.7583333333333333,0.7583333333333333,0.7525757167684696
185,0.4296955466270447,0.7583333333333333,0.7583333333333333,0.7517436485721875
186,0.4327433407306671,0.7583333333333333,0.7583333333333333,0.7508013193479606
187,0.4327130615711212,0.7566666666666667,0.7566666666666667,0.7465851039367597
188,0.4367198050022125,0.7233333333333334,0.7233333333333334,0.6845249160745427
189,0.4329566955566406,0.7566666666666667,0.7566666666666667,0.7500942526320703
190,0.43775537610054016,0.7566666666666667,0.7566666666666667,0.7492914233981157
191,0.43627655506134033,0.7533333333333333,0.7533333333333333,0.7454255533015334
192,0.43709278106689453,0.7283333333333334,0.7283333333333334,0.6913781022974518
193,0.43217870593070984,0.7583333333333333,0.7583333333333333,0.7482960907991605
194,0.43687865138053894,0.755,0.755,0.7443489153821602
195,0.43528443574905396,0.7566666666666667,0.7566666666666667,0.746880819460212
196,0.43275025486946106,0.7583333333333333,0.7583333333333333,0.749227923031684
197,0.4367760121822357,0.7566666666666667,0.7566666666666667,0.7505147575978586
198,0.43349167704582214,0.7566666666666667,0.7566666666666667,0.7494181934835069
199,0.4346906542778015,0.7566666666666667,0.7566666666666667,0.7494578232850692
200,0.4319098889827728,0.7533333333333333,0.7533333333333333,0.7440766522526223
201,0.43210574984550476,0.755,0.755,0.7486166417786627
202,0.4364683926105499,0.725,0.7250000000000001,0.6868064110953164
203,0.4398365914821625,0.7566666666666667,0.7566666666666667,0.7454399724338375
204,0.43638741970062256,0.7583333333333333,0.7583333333333333,0.749635482462561
205,0.4464946389198303,0.7266666666666667,0.7266666666666666,0.6927253613279022
206,0.4359486997127533,0.7266666666666667,0.7266666666666666,0.6918310027525553
207,0.4414190649986267,0.7566666666666667,0.7566666666666667,0.7469820782741787
208,0.4319460690021515,0.7583333333333333,0.7583333333333333,0.7477667886704583
209,0.4415152072906494,0.7233333333333334,0.7233333333333334,0.6875837817873641
210,0.4356236159801483,0.7566666666666667,0.7566666666666667,0.747719769088294
211,0.4374373257160187,0.7583333333333333,0.7583333333333333,0.7503594886356852
212,0.4343399107456207,0.7583333333333333,0.7583333333333333,0.7488062264330028
213,0.44369521737098694,0.7283333333333334,0.7283333333333334,0.691108553893364
214,0.433808296918869,0.7566666666666667,0.7566666666666667,0.7507379963078907
215,0.43932369351387024,0.755,0.755,0.7457565073651463
216,0.43130120635032654,0.7583333333333333,0.7583333333333333,0.7513305140182611
217,0.4431880712509155,0.7183333333333334,0.7183333333333334,0.680176278398298
218,0.43825122714042664,0.7566666666666667,0.7566666666666667,0.7468157142404142
219,0.43387019634246826,0.7566666666666667,0.7566666666666667,0.747926343721098
220,0.4400545656681061,0.7583333333333333,0.7583333333333333,0.7502449260026186
221,0.43090224266052246,0.7583333333333333,0.7583333333333333,0.7502449260026186
222,0.43842825293540955,0.725,0.7250000000000001,0.6961349686958087
223,0.42820531129837036,0.7583333333333333,0.7583333333333333,0.7503209122759292
224,0.44508910179138184,0.7583333333333333,0.7583333333333333,0.7483881054283508
225,0.4324052333831787,0.7583333333333333,0.7583333333333333,0.7515820140646947
226,0.4466423988342285,0.7233333333333334,0.7233333333333334,0.6848628681525256
227,0.4324508607387543,0.7533333333333333,0.7533333333333333,0.7435312600463021
228,0.4446236193180084,0.7566666666666667,0.7566666666666667,0.7472812167960821
229,0.43360719084739685,0.7566666666666667,0.7566666666666667,0.7476445644439617
230,0.4446791708469391,0.7266666666666667,0.7266666666666666,0.6941791472943003
231,0.4274646043777466,0.7583333333333333,0.7583333333333333,0.7517436485721875
232,0.4355411231517792,0.7583333333333333,0.7583333333333333,0.7509491074351354
233,0.4339875280857086,0.7583333333333333,0.7583333333333333,0.7488062264330028
234,0.4344612658023834,0.7566666666666667,0.7566666666666667,0.7486745559221144
235,0.4379589259624481,0.7266666666666667,0.7266666666666666,0.6918310027525553
236,0.4325527846813202,0.7583333333333333,0.7583333333333333,0.7507952180244727
237,0.4394020736217499,0.7583333333333333,0.7583333333333333,0.7521154067762102
238,0.42945998907089233,0.7583333333333333,0.7583333333333333,0.7521154067762102
239,0.44744405150413513,0.7283333333333334,0.7283333333333334,0.6913781022974518
240,0.4318489134311676,0.7583333333333333,0.7583333333333333,0.7503209122759292
241,0.4496244192123413,0.755,0.755,0.7466907168065452
242,0.43452218174934387,0.7283333333333334,0.7283333333333334,0.6959861573859296
243,0.4408668577671051,0.7266666666666667,0.7266666666666666,0.6941791472943003
244,0.4289073050022125,0.7583333333333333,0.7583333333333333,0.7495326946127862
245,0.4406232237815857,0.7583333333333333,0.7583333333333333,0.7483881054283508
246,0.4301113486289978,0.7566666666666667,0.7566666666666667,0.7497348597637199
247,0.4373261034488678,0.7283333333333334,0.7283333333333334,0.692504088632873
248,0.4322448670864105,0.7583333333333333,0.7583333333333333,0.749635482462561
249,0.4305160641670227,0.7583333333333333,0.7583333333333333,0.749635482462561
250,0.43123218417167664,0.7583333333333333,0.7583333333333333,0.749635482462561
251,0.4312872290611267,0.7583333333333333,0.7583333333333333,0.7509495706610473
252,0.43331965804100037,0.755,0.755,0.7449609238950302
253,0.42812174558639526,0.7583333333333333,0.7583333333333333,0.7495326946127862
254,0.429059237241745,0.7583333333333333,0.7583333333333333,0.7503594886356852
255,0.4325177073478699,0.7566666666666667,0.7566666666666667,0.7474187805963508
256,0.4303629994392395,0.7566666666666667,0.7566666666666667,0.7484720419730903
257,0.43204203248023987,0.755,0.755,0.7477549489665454
258,0.43367117643356323,0.7583333333333333,0.7583333333333333,0.7496934291887318
259,0.4356180429458618,0.7283333333333334,0.7283333333333334,0.6962615786907769
260,0.4315561056137085,0.7566666666666667,0.7566666666666667,0.7465851039367597
261,0.43087223172187805,0.7566666666666667,0.7566666666666667,0.7493738621334618
262,0.43930068612098694,0.745,0.745,0.7300874124189242
263,0.4360068738460541,0.7283333333333334,0.7283333333333334,0.6954849801086836
264,0.4332524538040161,0.7283333333333334,0.7283333333333334,0.6943186380427914
265,0.4471937119960785,0.7566666666666667,0.7566666666666667,0.7492569223073019
266,0.43624746799468994,0.7583333333333333,0.7583333333333333,0.7492065791833974
267,0.4352676272392273,0.7283333333333334,0.7283333333333334,0.6950650609511829
268,0.44359442591667175,0.7266666666666667,0.7266666666666666,0.6878367778321249
269,0.43615061044692993,0.7583333333333333,0.7583333333333333,0.7501429447222353
270,0.4437900185585022,0.755,0.755,0.7479898702120925
271,0.43213990330696106,0.7583333333333333,0.7583333333333333,0.749747613865623
272,0.44979727268218994,0.7283333333333334,0.7283333333333334,0.6913781022974518
273,0.4328831434249878,0.7583333333333333,0.7583333333333333,0.750758599085161
274,0.4490486681461334,0.7566666666666667,0.7566666666666667,0.7464183158275411
275,0.43113744258880615,0.7583333333333333,0.7583333333333333,0.7483881054283508
276,0.43780872225761414,0.7283333333333334,0.7283333333333334,0.6952144365773317
277,0.4363138973712921,0.7266666666666667,0.7266666666666666,0.6915620117317922
278,0.4420199990272522,0.7566666666666667,0.7566666666666667,0.7478543141394489
279,0.4421064257621765,0.7566666666666667,0.7566666666666667,0.7460534045899899
280,0.4369624853134155,0.7583333333333333,0.7583333333333333,0.7503192948432353
281,0.44082289934158325,0.725,0.7250000000000001,0.6828423387663819
282,0.43252435326576233,0.7566666666666667,0.7566666666666667,0.7492504679273835
283,0.43806564807891846,0.7583333333333333,0.7583333333333333,0.7492065791833974
284,0.4323004186153412,0.7566666666666667,0.7566666666666667,0.7465972607919834
285,0.4377982020378113,0.7566666666666667,0.7566666666666667,0.7488378672240069
286,0.4361678957939148,0.7566666666666667,0.7566666666666667,0.746880819460212
287,0.4331730604171753,0.7566666666666667,0.7566666666666667,0.747324821826253
288,0.4378286600112915,0.755,0.755,0.7457112626583617
289,0.43377476930618286,0.7566666666666667,0.7566666666666667,0.7462854798814081
290,0.4438376724720001,0.7283333333333334,0.7283333333333334,0.6940505949201601
291,0.4349396228790283,0.7583333333333333,0.7583333333333333,0.7519369334108212
292,0.4336990416049957,0.755,0.755,0.7452612436869209
293,0.43966609239578247,0.7583333333333333,0.7583333333333333,0.7496934291887318
294,0.43471425771713257,0.7566666666666667,0.7566666666666667,0.7485245209703414
295,0.4342105984687805,0.7283333333333334,0.7283333333333334,0.6954849801086836
296,0.43406569957733154,0.7566666666666667,0.7566666666666667,0.7494181934835069
297,0.43624603748321533,0.7583333333333333,0.7583333333333333,0.7489953428418223
298,0.43240487575531006,0.7583333333333333,0.7583333333333333,0.7495326946127862
299,0.434322714805603,0.7583333333333333,0.7583333333333333,0.7507952180244727
300,0.43044617772102356,0.7583333333333333,0.7583333333333333,0.7525757167684696
301,0.42933976650238037,0.7583333333333333,0.7583333333333333,0.7493249669879298
302,0.4312160313129425,0.7533333333333333,0.7533333333333333,0.7467979993010356
303,0.435104101896286,0.7566666666666667,0.7566666666666667,0.7479524260336555
304,0.43350890278816223,0.755,0.755,0.7455566473971382
305,0.4349420666694641,0.755,0.755,0.7468731084328685
306,0.4304238259792328,0.7283333333333334,0.7283333333333334,0.6995272651587351
307,0.43164652585983276,0.7566666666666667,0.7566666666666667,0.7484287317620651
308,0.43159499764442444,0.7583333333333333,0.7583333333333333,0.7511122702320394
309,0.4338465929031372,0.755,0.755,0.7454151680738909
310,0.4309026002883911,0.7566666666666667,0.7566666666666667,0.7488407405538308
311,0.436585396528244,0.755,0.755,0.7455407672161495
312,0.4300473928451538,0.7583333333333333,0.7583333333333333,0.7501429447222353
313,0.4316132068634033,0.7566666666666667,0.7566666666666667,0.7477380269798565
314,0.43155261874198914,0.7583333333333333,0.7583333333333333,0.750758599085161
315,0.4382575452327728,0.7533333333333333,0.7533333333333333,0.7464532572011615
316,0.42858922481536865,0.7583333333333333,0.7583333333333333,0.7502449260026186
317,0.4346866309642792,0.7566666666666667,0.7566666666666667,0.748658729005557
318,0.4337124526500702,0.755,0.755,0.7467150048501715
319,0.43414998054504395,0.7283333333333334,0.7283333333333334,0.6904700222624395
320,0.4311572313308716,0.7583333333333333,0.7583333333333333,0.7503594886356852
321,0.44141489267349243,0.755,0.755,0.7474959466762745
322,0.4333774447441101,0.7566666666666667,0.7566666666666667,0.7499995897104742
323,0.4361746609210968,0.7266666666666667,0.7266666666666666,0.6957765896954506
324,0.4343916177749634,0.7283333333333334,0.7283333333333334,0.6953934763774817
325,0.44071629643440247,0.7566666666666667,0.7566666666666667,0.7466527967680041
326,0.4332345128059387,0.7583333333333333,0.7583333333333333,0.7511122702320394
327,0.44167882204055786,0.7266666666666667,0.7266666666666666,0.6920829401466834
328,0.43557870388031006,0.7266666666666667,0.7266666666666666,0.6891656945441493
329,0.4410524070262909,0.7566666666666667,0.7566666666666667,0.7481555481555482
330,0.437538206577301,0.7583333333333333,0.7583333333333333,0.7503594886356852
331,0.4443347752094269,0.7266666666666667,0.7266666666666666,0.6900813411385576
332,0.4348815977573395,0.725,0.7250000000000001,0.6917645520192862
333,0.4379231333732605,0.7583333333333333,0.7583333333333333,0.7501429447222353
334,0.4340187609195709,0.7566666666666667,0.7566666666666667,0.747440977588041
335,0.43311193585395813,0.7283333333333334,0.7283333333333334,0.6907379809019153
336,0.4321286976337433,0.7283333333333334,0.7283333333333334,0.6970963882075175
337,0.4332636892795563,0.7566666666666667,0.7566666666666667,0.7471262741547032
338,0.4361985921859741,0.755,0.755,0.745446788846848
339,0.4286167025566101,0.7583333333333333,0.7583333333333333,0.7496934291887318
340,0.4349202513694763,0.725,0.7250000000000001,0.6830998036178527
341,0.4337708652019501,0.7566666666666667,0.7566666666666667,0.7487918151395742
342,0.4312196373939514,0.7583333333333333,0.7583333333333333,0.7522153531998619
343,0.43641653656959534,0.7566666666666667,0.7566666666666667,0.7478330376651319
344,0.43444275856018066,0.7283333333333334,0.7283333333333334,0.691108553893364
345,0.4350743591785431,0.7266666666666667,0.7266666666666666,0.694091018500041
346,0.4324798583984375,0.7583333333333333,0.7583333333333333,0.749833655163699
347,0.43395909667015076,0.7583333333333333,0.7583333333333333,0.7483881054283508
348,0.4371083974838257,0.725,0.7250000000000001,0.6852121059161145
349,0.43756622076034546,0.725,0.7250000000000001,0.6963061943203243
350,0.4374232590198517,0.7566666666666667,0.7566666666666667,0.7502697072305756
351,0.4348614513874054,0.7566666666666667,0.7566666666666667,0.747926343721098
352,0.43212467432022095,0.7283333333333334,0.7283333333333334,0.6916798201074507
353,0.4343227744102478,0.7266666666666667,0.7266666666666666,0.6888888888888888
354,0.4357772171497345,0.755,0.755,0.7442695747873674
355,0.42897579073905945,0.7583333333333333,0.7583333333333333,0.7515820140646947
356,0.4304482638835907,0.7583333333333333,0.7583333333333333,0.7515806012036049
357,0.4316851794719696,0.7583333333333333,0.7583333333333333,0.750758599085161
358,0.4324275851249695,0.7566666666666667,0.7566666666666667,0.7484522219826665
359,0.4319522976875305,0.7566666666666667,0.7566666666666667,0.7469820782741787
360,0.4363897740840912,0.7566666666666667,0.7566666666666667,0.7485308170058406
361,0.4328751266002655,0.7583333333333333,0.7583333333333333,0.7504863449307894
362,0.4332542419433594,0.7583333333333333,0.7583333333333333,0.7477667886704583
363,0.4297780394554138,0.7583333333333333,0.7583333333333333,0.7518012727111897
364,0.4345634877681732,0.7283333333333334,0.7283333333333334,0.6953934763774817
365,0.42933782935142517,0.7583333333333333,0.7583333333333333,0.7503192948432353
366,0.43609216809272766,0.75,0.75,0.7374400572699451
367,0.42871570587158203,0.7583333333333333,0.7583333333333333,0.7506967434815537
368,0.43664485216140747,0.7266666666666667,0.7266666666666666,0.6968552926975101
369,0.43283700942993164,0.7566666666666667,0.7566666666666667,0.7482197059300101
370,0.43200236558914185,0.7583333333333333,0.7583333333333333,0.7509491074351354
371,0.43245992064476013,0.7583333333333333,0.7583333333333333,0.7483881054283508
372,0.4285188317298889,0.7566666666666667,0.7566666666666667,0.7495356114285538
373,0.43961721658706665,0.7266666666666667,0.7266666666666666,0.6894371405662465
374,0.42901358008384705,0.7583333333333333,0.7583333333333333,0.7515820140646947
375,0.43735194206237793,0.7566666666666667,0.7566666666666667,0.7502697072305756
376,0.4297429025173187,0.7583333333333333,0.7583333333333333,0.7525757167684696
377,0.43834131956100464,0.7283333333333334,0.7283333333333334,0.6987400459296965
378,0.42902806401252747,0.7583333333333333,0.7583333333333333,0.7483714500424625
379,0.43049871921539307,0.7566666666666667,0.7566666666666667,0.7451921290164433
380,0.4296706020832062,0.7566666666666667,0.7566666666666667,0.74889266095867
381,0.4294479489326477,0.7583333333333333,0.7583333333333333,0.7522153531998619
382,0.43427062034606934,0.7283333333333334,0.7283333333333334,0.6998071202142815
